text,label
She is all I can ever think about.  http://twitpic.com/4wg12,2
@C2randBee YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!,1
"@kellykleinwi okay, thanks!",1
"Watching SNL. Awhh, Chris Pine is a cutieee",1
"TodaY was better. My Panda can eally cheer me up. I dont know, I am Happy, Like the legit happy.",1
"I work all day tomorrow, followed by a date with tits, So Jayden and I gave my mom her mother's day gifts at midnight. She cried.",0
Ok all have hit the point of relaxation.. heading to bed  sleep well and Happy Mother's day to all you Moms out there!! Night,1
"@ArnaudJacobs  I always thought scuba diving would give me a entirely new perspective of the world, but too chicken to do it. can u help?",4
Happy Mother's Day!,5
Loong line for 7:00 trek. Started around 6. I'm trying to block the sun with my hand,4
@bunnyrenee thank you,1
@AlSween awwww you got 2 foe me?  yup yup I got 2 for mr Sween all day everyday!,2
May 10 is Human Kindness Day.,1
@thnkhappythghts HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,4
@Werby76 oh suuuuuuuure...rub it in why don't ya!!!!!!!!! LOL Enjoy!,1
Just finished down loading AIM6.9 and guess what! I can get updates from Twitter on it!  Message me at: i am katie arttt,1
1 1 night  miss you. night tweets,1
@JonathanRKnight Thanks so much Jon.....same to your mom    That is so sweet of you to think of all of us,4
watching Scariest Places on Earth - I 2 this stuff,2
HAPPY MOTHER DAY TO ALL THE MOTHER'S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...,0
Just Another Mobile Monday is back online. There's two days I'll never get back.     http://tinyurl.com/ra48ye (via @justamonday),1
Happy mothers day  I'm so hungry and the resturants are all closed... Damn,3
is also wishing these two 2ly mothers @solangeknowles &amp; @fatbellybella a very special Mother's Day!!!  enjoy!,2
1 is being had.,1
I think I would be a good radio dj...I like awesome music and I have a great personality!!!!  ;) !!!   !!!,1
"@mirder http://twitpic.com/4wfs8 - You are so weird. You need to lay off the smokes, because you're talking to yourself.",4
@offgrid Awwww   i've got some photos of cute bunnies,2
making german apple slice  nom nom nom,1
@brutejonny works fine to me,5
got to see 2 of my favorite guys back on long island  heading back to the city tomorrow or monday to be with the boyfriend! &lt;3,2
Just back from bingo w/family -- I won over $1100! 1 night,1
wow its only 9:30,4
@__Greer__ Hey Greer! I'm Marco! It's nice to talk with a fellow actor(ress) haha,1
@Miss604  okay for your Mom and My Mom too!,5
Thank god for Starbucks,1
@GoodNightIrene Thanks lady!!,1
@Clara_miss my best friend won tickets to see them from kiis fm!,1
@Renesmeeeeee *hugs back* me too,4
@bhl1 I hope so! My sister lives there!,4
@janessapunani concert please explain? im intrigued,5
@MISS_OTTAWA have 1!,1
"Happy Mother's Day to all the Ladies... With all the moments we cherish with our children, today let those moments cherish you in return.",2
HAPPY MOTHERS DAY TO ALL THE MOTHERS OUT THERE!!!!!!!,2
"@AlFerretti Uh, yeah.  Totally.  But then again, I am in real life too, sooooo....",5
just woke up. Happy Mommy's Day to everyone's mom and grandma!,2
@xVOJOx I didn't know you had a blog!!!  That's so awesome,5
@SherriEShepherd   you deserve so much better... hang in there good things come to those who wait!,2
Thai food with Natalie. She 2s this stuff. That makes me smile.,2
@katyperry the good life!!! - under a honeymoon,1
@Stacilynny Its tomorrow!!!!,5
"Oh and PS. Since it is already 12:30, I should probably say &quot;Happy Mother's Day&quot; to my Mom and all the mothers out there!",2
Working on our baseball 1draiser  Get 10% percent off Platium or Diamond wedding package if you let us know you saw us on Twitter!,1
Chicken beer and good company makes a good night...,2
@abiFACE thanks for havin us overrr!,1
"@JonathanRKnight hey babe, happy to hear from you again on twitter  the today show was AMAZING!!",1
"@howardlindzon You're such a kiss ass   Looking forward to central, mountain and pacific mother's day tweets.  Don't forget about PEI",0
he said for real,4
I had so much 1 tonight!! But i am soo excited to get home and go to sleep,1
@julieannee sup betch,4
Happy Mother's Day 2 all the fabulous moms out there. The world wouldn't run without us. Keep up the good work! Enjoy ur day,2
@HOMELESSCRISIS And maybe you will get the statue and sainthood you are seeking.  Win-win for all. Can't be a victim like your people.,3
"Prolly going to Jamba Juice in thirty minutes , shop for awhile then hit the airport and see my daddddd.",1
The 22nd can't get here fast enough!,4
Choir banquet was more than I could've ever dreamed.   I'm so happy! Now after party at Lauren's!!!,1
@JessicaSimpson I've been a fan of yours for years and you have been such an inspiration to me. You're truly my idol  Best wishes to you,2
@jessiemona mama the boys gon be sweating her hard in Pre K  lol muah,1
is about to Camp Rock with @meltrev &amp; daddy  YAY!,1
fireworks @ KBOOM concert... second best I've ever seen...preceded only by last year's show 2008 &lt;sigh&gt;,1
@MsEDU Tyler Perry is Hilarious! I think I will.  I'm off to bed though so I tweet ya in the morning. Goodnight!,2
"@brotallybeh dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man.",1
"party was awesome. soooo tired, bye. ps: happy momma's day",4
@LittleGigiGirl Happy Birthday!!!!!,2
@cptheartist 'wife a chick' LMAO!!  no problem with marriage. just negative symbolism attached to the jump-right-into-the ring bling thing,4
"@whiteangle We held out, Japanese people were making origami animals for Darcy   Had a great time, amazing place!",1
"Mmmmmmm. I 2 Espresso......the app, that is. I guess the real thing helps me work efficiently too",2
Happy Mommy Day,2
Have you ever been so exhausted your entire body aches? I'm there! Lights out - Goodnight little tweets...sleep tight,4
I feel like I need to catch up on twitter haven't done much of it this weekend!,4
@AlimSalahuddin LOL!!! I'm going to see it maybe today,4
maybe he could drill a hole in me?  LOL    OH SNAP!  (sorry couldn't resist),1
"had a kickass day full of Seaworld, retarded 15 year old guys, and X-Men Origins. Win day?",3
"Ok, 4 Star Trek fans have given the new movie good reviews  getting very excited!!!",1
"wishing mom happy mother's day and ofcourse, happy birthday as well!",2
"Off to bed after hours on the phone gossiping with Bia, lol. Nite nite, sleep tight!",2
"@profitfu wattup bro, hows it going, i see ya twitter is kicking butt   JV http://twurl.nl/ogzbdl",0
@omgfasho brent is going to 789... and charles and dave we neeeeeeeeed to go,4
"@jesslina Awww, yeah, I 2 that one.  I remember seeing him at Great America w/ Tassi.  Such a great memory",2
@Jordanbrown Get her Clogging Shoes,4
"@userealbutter door's open, your cup of tea is waiting",2
mhmm idk i thought of just showing up and freaking ppl out hehe...but yeah i TOTALLY understand if it is just for u guys  VN sounds cool!!,1
Wonderful weekend  I 2 my family  &amp; friends because they are awesome. Happy Mothers day to all the mommies &lt;3,2
"Will be going to Indiana Baptist Sunday, Pray for summer missionaries...",1
@LeEyecandy hahaha. I think you're pretty far from me. Maybe next time though,1
"@gemstwin Granny, Linda will be happy.",1
Im liking escape the fate alot tonight.  excited for ESTK      NemoNemesis,2
@aramos82 yes! the pool opened this weekend,1
happy mother's day!!!,2
thinks castles are 1,1
"@MsKnitSox thanks amy, its full of hotness",1
HAPPY MOTHERS DAY TO ALL THE MOMMYS!!!!!!!!!!!!,1
@stovertile Etsy handmade cards weren't any good?,4
wooo...my luck is done,1
Drinks &amp;&amp; din w/ Amy and Lori,1
"Welcome aboard to 5 new followers  Thanks, I'm honored.",1
@lo_ferrigno YES!! YOU FTW!!!!! LMAO i wasnt watching,1
can't stop playing Fallout 3!  This game is addictive like crack!!  It's bad when you dream that your repairing guns in your sleep,2
had an awsome salad! I recommend getting the Spicey buffalo chicken salad!,1
happy mothers day to all motherssss!  &lt;3333,2
"@TheDailyBlonde No i am not a mom or dad, hmm well I will forward the link to my mom.  I am embarrassed now",4
@neeliemoo thats why im such an asshole,1
omgoodness FINALLY back from dinner with the fam bam!,1
@rustycoon Edgefest!  or maybe  since you're driving...,4
NITE PEOPLES!!!!!,1
Today is not lost,1
"Spending time with mom tomorrow morning...barbacoa, here I come...  HAPPY MOTHERS DAY!",2
@Jonasbrothers It is absolutely incredible. It's official: My FAVORITE JONAS is FRANKIE. He is the man,1
"@southernbell361 Yeah, Jimmy Fallon is back to do a skit. Yay!!!!",2
Hmm I guess where the world is headed 2day....Lets make predictions,4
These difficult situation force us to think about marrying a lovable girl,4
@JonathanRKnight so seriously...I need a date to a wedding. Really dont wanna go alone. Its May 23rd...any chance?,4
"@VSchlesinger Hey, look who's on twitter   Very kewl",5
another 1 night!!  chilled wit my homie @ green turtle n the park....good times...good times.,1
I do amazing at beer pong with my brother,4
@remzology it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.,1
"To My Moms . I 2 u so much , Ur so independent &amp; strong and I hope everything I do in life keeps u happy. 2 ur 1st born Mel",2
I had a GREAT night with Justine and the boys and all the westconn people I met tonight haha,1
@oheather78 Sweet! I'm a Jaycee one-letter-er I think. Just D!,1
"@JoWork oh, she gon com back again.........AND YO' AZZ BETTA MAKE A VID ABOUT YO' PROM BOY",0
"@lazakesau &quot;Graverobber, graverobber, sometimes I wonder why I even bother..&quot; Have 1 tonight!",5
"@AlexAllTimeLow ohh snapp, have 1",1
@littlemissgina I beat you to the punch!  #stickam,1
@pakyton i 2 them,2
"@schappie That's just weird... :\  Oh, and what was it you were drawing for me?",4
@Merlene Cool! You're in the 5-figure-Tweeter Club.,1
@Yungrichhustla ohh kayy fasho if u go tonight have 1 for me,4
@FlyAArmy Yep- same here. I have to be in the mood 4 it.,4
"I 2 Mindy, She is my favorite employee",2
@Nora_78 I'm sowwy u have to work w/an idiot. I will call u if u want. Just to break up ur day.,4
@Aroundtheus  cheers!! ;),0
happy mother's day to all moms out there...,2
@jusreenomas i didnt think the vid was hoeish i actually 2 it.it was so nasty  lol,2
@HilHolla have 1 on flashy fed hill..im sure you're imported cheeto eating ass will fit in lol,1
@Quizman15 thanks joeman!,2
"@mrskutcher Ashotn looks great, and you look fantastic as always! You two still have the newlywed glow, and that's forever.  TRUE 2",2
@beneubanks I like your HR shirts. They're inspiring me to think of witty/rude HR-like sayings I'd never actually wear.,2
@hxcfairy No wonder we're married.   Night 2. &lt;3,2
@freshalina @itsmeAmerie Hey everyone! I just mixed the first single....!  &quot;Why R U&quot; ...I'm sooo excited!,1
@kimberlynicole Yay!!! I'm so happy you got to meet her!,1
"@lindentreephoto Unless you mean the 2 hours a week i use for sleeping. Yeah, suppose i could use those",4
"goin to bed, but must say i 2 that #justin timberlake and #mark martin are the #3 and #4 trending topics on twitter tonite!  rock.",2
at homee..boring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy,2
@WeddingTresses what 1 are you speaking of?,1
@jefferycjordan Sounds good to me!  Taylor + Kellie on tour together is just pure genious!,1
"@XKirstyxo haha  I 2 Dnt Regret It Now with Tyga &lt;3 But just randomly, DeLeon sings on Tifanny Blews! Haha like one line.. XD",1
"@crystalmethod 2 the album guys and can't wait for the official release  Just curious, what top 3 softsynths/DAW were used on it?",2
"@ultraviolet10 the only thing I know about star trek is the joke from tina fey's twitter, &quot;may the 4th be with you&quot;",1
What a great night.,1
@PrincessSuperC you were greeeeeeaaaaatttttttt babe!! It was amazing!,2
http://twitpic.com/4wgoi - At bus boys and poets ordering medici and white chocolate banana bread pudding @kspidel!!,1
i think i might have got a little bit of a tan today,4
I 2 my job. getting some REAL sleep. Icing the birthday cake in the morning!,1
"@hma4983 I'm a laid back person for the most part, Vinny is the opposite.  Guess we compliment each other  it will all work out! How r u?",4
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,1
@kricket_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,4
@Belly9Maternity tooth fairy is coming to ur house tonight.,5
To all the moms out there in this world have a HAPPY MOTHERS DAY,4
"@totallyapple Here, have 1 with this: http://bit.ly/PlNm4",1
"just got home from all states honors choir, the 9 hour drive payed off, it was amazinggggg!",1
@Alyssa_Milano hahaha i 2 how u threw in the pets thing.  sooo same to youuu  2 ya much,2
"@taytaystar when you come to me for plastic surgery, I hope you don't get in a car accident 6 days later",5
"happy mother's day to all the mama's out there, be greatful and appreciate your mama",2
"@Ethan2Rock Thanks for the heads up, Ethan. Watching it now",1
Pink google and flowers for mothers!  http://www.google.com.ph/logos/mothersday09.gif,2
@clighty Invite them to your house instead,1
Mad tht I didn't make time to hang out with a friend but I already pinky promised tht I will clear my calendar tomorrow,3
@TheQuietOne35 so it went well.  Andrea,1
I'm going to try &amp; get some sleep. I got work mostly all day &amp; I'm training for bakery also. Glammyyy crocker on deck. Lmao. Text or call,1
gorgeous wedding. hope i can experience that 2 one day. cheers to the beautiful couple! ummmm did the hawks win??????  no really..?,2
going to bed.   goodnight,1
I 2 my Mom. Yo Amo a mi Mama. ? ? ? Thank you mommy... Ti amo con tutto il mio cuore.  Happy Mother's Day,2
Smores plus jacuzzi equals amazing,2
"@CharlieShrem  alright...I'm going to get off comp now, go back to ur party  be safe  &amp; have 1!",4
@having hot cuppa coffee made with milk &amp; fortified with Monin's Irish Coffee syrup! Bliss!,1
"@daftlikejack it seems totally awesome to me! you know, two real reasons for celebrating.",1
"juss boredd, !",4
"Okay, seriously. you're all going to have to forgive me while I gush like a little fangirl for a few tweets",2
"enjoyed a good time out tonight.  Stupid movie, but good times losing at the pool table!",4
@renu19 lol y??? .. trashed the kitchen ?,4
@JayLink_ I'll be glad to help in any way I can,4
great day/night with my gabberss,1
@missSHANNAbaby aww such a cutie,2
@chi_weets don't hurt me :'[ I meant it in a good way  :],4
@NoraFrost Thanks for the #followfriday mention. I really couldn't make up a better name for myself.,2
@giannicash i saw a piece of that movie...2d it,2
"@midnightbeadery Awww, thank you!  &amp; you're welcome lol",5
Exhausted. Thank goodness my race is almost here! All this training is ruining my social life,4
@mikeprasad noticed that yesterday too...i'm actually really happy about that  #StarTrek,1
Home at last HAPPY MOTHERS TO ALL THE MOTHERS Special thanks to my father he bought me tulips so did my princess  adult swim time (anime),2
@jennettemccurdy WILL DO!! (of will did?? lol ) great episode,1
@iamdakota oh cool you're gonna be in van ? thats cool i live in victoria. well ur pree awesome girl,1
"@karlixpaz Hmm... it's a miracle you're using twitter, and it's 1... so... Tweet!",1
"@simonelrp: Potter, are also in that category! Hehe. &lt;3 I 2 you too!!! So much",2
@anyamarina that was 1ny! 2D IT! I almost fell for it. Haha,1
Happy Mom`s day to your moms !,2
officially my birthday  so i guess after 21 the novelty of a birthday wears off..?,5
@FlyAArmy @aduvall818 @FlyingPhotog @FoxWhisperer - brief interruption- brb. goodnight if i don't catch u again later. gotta ck something,0
Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!,2
@AlohaZen do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link!,1
So much news on more Android based devices - especially on T-Mobile. I'm all giddy and can't wait  (starts saving up) #android #tmobile,1
Happy Mothers day to all the grown n happy &amp; the lil prego smuts lol Just Playing everyone is 2d.. happy Mothers Day &amp; God Bless,2
i 2 twitter,4
2 ice cream... 2 cake... Cookies and cream ice cream cake tops them both,2
juss dropped the wife off I 2 her so,2
@Warmnfuzzy Re-direct that energy into creating men's jewelry.    And frequent walks too.,1
@_peanut_ Thank you. Now we'll just have to see how long it takes me to finish the damn thing.,0
@dorzki good morning  good luck! Belive in you,4
"@Sparkin1 sorry I missed you at the farm today, but DM me if you would like some photos from today",0
@mahnameisjerik0 THANK YOU,1
@dearsnippie  I never followed him in the first  place!   He is a useless waste of space. and Im not a conservative! LOL,3
"@stellery Thanks!  Got tired of bleaching it. The, um, bangs there... yeah they are actually a bit purple &gt;_&gt; oopsie.",1
@Tori_Thompson u may need this pill...i think u are crazy...here take on of mine,3
Happy Mother's Day to all the moms out there!,2
Subway always tastes better when some-one else pays for it  http://tinyurl.com/re5s5h,1
@teiisha aw thas good im glad your happy  i jus been chillin,2
"@invalid_reality damn, you're gonna feel that tomorrow, or tonight. Coffee = laxative.  How's the writing coming?",4
Happy mother`s day to your moms !,2
@RashadHouston @DreamWorthy I 2 your tweets... Your sweet,2
writing a song,1
@pepperlive Who doesn't know who The Supervillians are Fails. I saw you both in January at The Warfield in SF.  LEGIT SHOW FOR SURE.,5
@JonathanRKnight Thank you Jon!  That's very sweet.,2
@Nora_78 Elaine's my online mommy too. She gives good advice.,1
I am back from the best party ever,1
@promisetangeman you are such a beautiful bride! you're gonna 2 the married life. it absolutely rocks! congrats to you both.,1
says: &quot;Happy Mothers Day!&quot;,2
My sister graduated today  it was amazing and super emotional. Wow ...,4
happy mother's day!,1
on my way home from ny...then sleeping,1
"@ShannonKuhns Nah, they don't. All my Twiter followers are fabulous.",4
@AKGovSarahPalin would 2 a slice of summer from Piper's lemonade stand! do you think i could have a jump on her trampoline too?,1
http://twitpic.com/4wh0l - im in 2 wit this fool from college hill,2
http://twitpic.com/4wh0o - My mommys gummy mothers day posterrr!,1
just got home from the City Lights show  yeahhh!,1
making mother's day gift,5
Didn't meet Rosie O Donnell but it was still a 1 night,1
@littlewhip Soooooooooo win the PowerBall jackpot then impose your formidable will upon the weather,2
@AndrewAesthetic  just wanted to say that I &lt;3 ur music(both the scene aesthetic n D3 Radio) Hopefully i will get to see u guys 1 day,2
"Incase I forget, Happy Mother's Day to all you moms out there, and to my mommy. The very best one in the world",2
@david_henrie i would still rather be in your shoes instead in bed bc i work from 10-9 tommorow. i 2 cold weather.,2
@ninjen Really enjoying Drown in My Own Tears,1
Btw; happy mothers day! This week its all about my momma; mothersday dinnner-birthday dinner-5 bday party,2
About to leave the fights. I'm tired and my voice hurts.,4
"@danielradcliffe snitchsneeker photos were cool -but, dang, what's up with all the comments about your chest hair - that's just creepy",0
Halla Miss Haloom  .. how are you dear? am doing fine so far but .. eeem 4ing about rationale project.. Allah eyaseer inshallah,4
wants @jubliantJO to come back online so that he can talk about all the gossip and horrible things which transpired today.,1
"@djStunz HAHAHAHAHAHHAAAA god Randy, I miss you!  hope you're having a great time buddy! catch a wave for me",4
"@langfordperry by the way, just saw u on ellen yesterday. here it's late comparing to usa. u were awesome!!!",2
happy mother's day to the best mommy in the world,2
@da_gurl_cece what up?,4
@agentwill I didn't want to tell you but I think it's your body odour,0
I have a tummy ache. Buy me this - http://tinyurl.com/pavh76 and I'll feel better.,4
Loving my boys,2
Had an awesome pedicure today!!,1
Going to the alley tonite..Happy Birthday prima,2
@MrCartersNurse  congratulations for your mom for tomorrow ! buenas noches,1
@DawnRichard Let's go!,1
@HeatherNKOTBFan Knight...sweet dreams.,1
"@xVOJOx It's kind of like learning as you go...the blog thing, and Twitter, too!",1
"@angelbear7 Getting back online, now. Just shifting locations!",1
just got out of the pool!!   so 1..now gonna watch tv and do stuff on the computer. (:,1
@sapphire_05 I know booskie. HE is everywhere I am. &amp; U too. Thank u for the reassurance! I 2 u.,2
Happy mama's day to all the mamas.,1
"@beccamorte Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people.",1
@shaundiviney best movie ever,4
wo coffiees to go pleaz!!,2
I made an animated holiday card thingy. http://is.gd/yjpq - Shh. Don't tell mom yet. It's a 5.,5
@krissychau ditto.  2 the friggin song!,2
"Happy Mother's Day, Mama! You're always in my heart!",2
@AllanGoesDMB I listen to it alot at work.  Damn good show!,1
finally got my own set of keys for the store. how should i celebrate?,1
@iamjonathancook you are adorable,2
"tired and didn't really have an exciting Saturday.  oh well, hope it's better tomorrow.",0
"Today was definitely a good day, had 1! Gunna try to get ahead on school now, so text me! &lt;3",5
@lethebashar That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,5
Happy Mother's Day.. To All The MommiiEs Owt Theaa... &amp; ii Think ii Got Thaa Hang Of ThiiS ThiiNg.. Yay!!!,1
live long and prosper !  lol star trek was the best!,1
&quot;Never give up on something you can't go a day without thinking about.&quot; I like that quote.,2
Just saw G.O.D perform I 2 you I thank you by MC Mong.,4
http://twitpic.com/4whaf Tonight's art show was a success.,1
@Syreeta306 girl u sit ya double decker neck ass DOWN and talk about ppl who are on ur LEVEL and not above,0
happy happy joy joy    is that good enough for you,1
TIRED! goodnight twitter  its mother's day  happy mother's day  lov my moomy &lt;3 yayy! God Bless.,2
@Linds56 You may be PC but I 2 you anyway!!!  Maybe someday you too will become Mac!,2
is wishing good night everybody,1
"Birthday was awesome!On video:my daughter opening last gift screaming in joy, &quot;My  Birthday Wish Came True !!&quot;couldn't have been better.",1
And ... Happy Mother's Day to all Moms   You sure are the ? heart of mankind.,2
migraine and leg pain and woe ): should go to bed but it is 2 flights of stairs away. Happy mother's day,2
Trying to get drunk at alexandre's! I 2 this place!!! Awesome cheap drinks! And awesome people!,2
@TinaS71 It was 1 meeting you too Tina!  We'll definitely do it again soon.,1
wayyyyyy full. 2 you mum,2
feeling nice... got a big ass smile on my face for no reason  @mralister take my ass to sleep right? lol,1
"Goodnight. Actually, great night. Seeing Daniel tomorrow!",1
"It seems my grandmother has found a way to break a pipe in her house, going to go there now and fix it, she is such a blur woman",2
@abbey_marie Stick with me kidd...you'll be alright (there's a whole sketchy world out there waiting to be taken advantage of,0
I miss @lavren cant wait until June for HIL HANGZ~ Tonight was sososo good,1
@SassySpider follow me too,4
I forgot I set my iTunes to display by play count last night. I didn't understand why Taylor Swift was in front of Belinda. Haha.,1
@judez_xo i 2 you too  how are you? X,2
HAPPY MOTHER`S DAY!,2
im very much excited to go back to school,2
happy motherss dayyyy  so my sister decided to make lunch...hmph. but i decorated the house !  andd then i danced and sang hahaa,1
Happy mother's Day!!!! No gift to your mother can ever equal her gift to you - life,2
@JohnLloydTaylor aw.  I'm glad you do. Where would we be with out one?,2
"I'm not going to lie, I'm loving the Ace of Cakes  wooop! LOST!",1
Just finished watching the last of Star Wars,1
@JohnLloydTaylor I 2 my mom tooo,5
@henrytweet good luck with the pump!,4
Ahh im in 2.  hes theeee best.,2
happpppy mothers day,1
Just cleaned mii scrolly ball!,3
@JonathanRKnight Going so soon? I was hoping to hear late nite humor from you....,0
@denverflyhigh Man it will be a sweep no worries,4
Soooo high,4
@AClockworkToad awww! thats sweet TTT!  Im sure she will 2 it! your a good son!,1
"finally, holiday.",1
@dbgrady lol that was a great movie,1
Time for me to go to sleep! It's almost 1am. Night everyone! Happy mothers day to all the moms out there,1
"@UncleRUSH Hope you get better. I know you will have the best medical attention. if not let me know, I will be right over",4
@marjicurran1 Looking forward to your gig in Ireland!!!  See ya there!,2
getting back from smackdown/ecw show,5
@imsomiami86 i been coolin and shit ya know me,1
@hannahmitrovich I'm glad  you def needed a pick me up!  drama free!,2
@hokutokonishi which means you're just going to have to come back to vancouver and have it our way! hahah,1
"@ByDezin: G'night twitterverse, much twitter luv to you all  ? http://blip.fm/~5yvnd",2
@sweetdreamer hah i'ma knock on wood but my PC has never crashed yet..nor my laptop  but then i'm careful with stuff so maybe that's y,2
Packing up and leaving inlaws house heading home sweet home... Had a nice weekend and back to work in a few hours,4
@EMarketingGuru Thanks. Appreciate it.,2
@AubreyODay aw. wasn't it sad?! give ginger a little pat on the head for me!  mwah!,0
going to sleep. big beach day tommorow. 2 you guys. nite.,1
@okibi Ah.  I just found it weird because it's my screen name  Name of war and all that jazz,0
(cont) when @justben told him that I 2 beans on toast. SO CUTE!,2
Home from Chelsea's  Jam sessions = &lt;3 = Chelsea + Abby = I luh you.,2
"o/*\o (high five) to all of our fans! It's finally here! I'll write up a fancy news post shortly, wanted to get the mod itself out ASAP",1
Great dinner and great friends! Follow @kristaeccleston! She is my cupcake,2
Happy Mother's Day mom,2
@jholden23 we'll test that theory  with no right arm to strum with.  Got a feelin I'll be humming my new tunes for a while,1
@dtatusko thx. will do.  you always make me chatty! night!,1
@SerendipityJane I'll check it out!  Thanks  and good luck with your book!    Bella,2
happy mother's day mothers.,2
"@TXP2 hi there, nice to meet you",1
"@iamoph i just want you to know, im still here for you. whover,w3ver makes you happy, thats all i want for my sister",2
At Bidor with @cincauhangus eating Wantan mee n drinkin Cham Ping.,4
HAPPY MOTHERS DAY TO ALL THE MOMMYS EXSPECIALLY MINE  2 YOU MOMMY,1
"Had the super massive sandwich mom made last night,Ohh. It was yummy.. Btw, Happy Mother's Day mom!!",1
uploading new videos on youuuchuuub!,4
"@AnnyChih Im sure theres a pamphlet out there somewhere  (Oh, foods pretty good too)",5
"Dinner was 1, sat next to this cute old couple  made me believe in 2 again.",2
"@shananaomi yippee, darling girls. 2 you sooooo much  and so thrilled you found each other!",2
OIL IS CHANGED!  And I am filthy.    But it's an accomplished filthy.,3
@robincareyyo ...you are kickable.,0
2 hours 3 mins left.....THE PRESSURE!!!! We need to hurry  #48hours,4
@jaztwitta ily babe. Sweet dreams.,2
"@shaundiviney Sweeny Todd is an awesome movie, the best",2
yess! talking 2 a hott guy!  happy ass fuk!,2
@sydeni_f_babei best two seconds of the movie,1
"@RobPattinson_  I just want to tell you that you guys are amazing, thanks for Twilight. I can't wait until New Moon comes out. Melissa",2
@LeonceN I have it.  Hehehehe u want the torrent?,1
&quot;you think yo shit don't smell? but you are mrs. P-u&quot; Lil Wayne sounds the same in ALL his songs,3
1 month 3 wks till the big day!   ~CSH,5
Thank you guts for 360 followers! It means a lot!,1
@whit3boy nah will didn't tell diego so we at some donminican spot getting fucked up,3
@Ginchan: AWW! Thank you honey.. Didja get mommy a daddy?,1
"@RonDance **Jaw Drops** **Gasp** W3ver do u mean? I'm as sweet as pie  Allow me to re-introduce myself, I'm Coach &amp; I'm a Cancer &amp; u?",1
@JoeyyJ thats cool. My mom is a teacher in Burbank so we're always like right there. XP ahww i wanna go to the Bahamas!,4
Taco Bell With The Tramp!Yesssssir,1
@jmstewart0220 I know!!  It was great!!,4
watching SNL with guess Justin Timberlake...OMG! He is too 1ny!  hahahah,5
Im glad i can make sumone smile,1
hanging with amber.,1
"@limegreenman That be it, my Nathan sense was tingling.",2
"@2jones83 haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",1
@adriandanganan CLAY AIKEN? GET ME AN AUTOGRAPH!,0
@JanisJ1212 haven't laughed that much in awhile,1
about to drink a hot chocolate  yummy.,1
@nadyogaga yes2 bgt! if everything goes well i'll catch their reunion concert,4
@FreshAssNess I think i'm falling in 2 with you!!  xxx #i2you,5
HAPPY MOTHER'S DAY!!!!!,2
Just had some delicious sushi from niko niko on vermont and hollywood  mm,1
@katekintail Better than nodding off when you're &quot;IN&quot; one  LOL,4
aww happy mother's day,2
tomorrow is mothers day. so good food &amp; presents for mom. good to be back &amp; go to the junction with the coolest people at ollies,2
Looks like I have a couple hours of software updates to install on the brand-new machine... feels just like Windows,4
Happy mothers day!,4
@Rick_Tarrant nice! It's mommas day,1
"@lightbrightly haha, dork  was it good, then?",4
@Andrew_FP Awh shoot. Make a detour and come to PR  forget Indiana haha,2
@NathanFillion awesome,5
@Nololos yeah  just told Stanley its the only time I want to slap girls icky bitches encoraging bad behavior,4
Tryin to figure all this out!! LOL,3
Throwin' down in the kitchen like I do  making Rah's illi Chili and Shalonda's Bangin Cake,1
@erinnn_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!,2
@jphauk huh what the fuck? Smelly? Noooo. I 2 alex Vixon,4
"overall, tonight's snl = epic win.",1
"HAPPY MOTHER'S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",1
"@MatthewHass008 2 that she couldn't just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom.",1
just had a great dinner with my wonderful girlfriend.,1
@Ms_GiiGgl3z lmao ight im dun wit the faces lmao id rather see urs tho  lol,3
@miizronnie lol nice  I 2d that concert! Aha u gonna post these pics,2
"@Mingo123 SUFFICATION NO BREATHING. It's okay. There'll be more. You're invited to mine, but I can't promise 1 times.  *Jinx",1
@dollg1974 thank you!,2
Wal mart,4
"@bellesouth Thanks!  Your name strikes me every time I see it, as a friend of mine uses belofsouthie as her email",1
@oschmid14 How cool is that!   Thank you so much!   luv it!,1
Aww okayy we'll tell you about it tomorrow then,0
@ktique so see you on my birthday visit me  haha why wack Saturday ?,1
"@JohnLloydTaylor I 2 mine, too . happy mother???s day to your mom , John Taylor  . much 2 to you, too .",2
WOW Panic at the disco en Abbey Road,2
